product_name,food_groups_en,nova_group,nutriscore_grade,nutriscore_score,ecoscore_grade,ecoscore_score,ingredients_text
Lachsfilet,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",1,a,-3,e,21.0,100% Lachsfilet
Guacamole Z Kawałkami Awokado,"Fats and sauces,Dressings and sauces",3,a,0,c,54.0,"42% przecier z awokado, 28 % kawałki awokado, woda, 7% pomidory, sok z limonki, 4% cebula, cukier, przecier z czosnku, 0,8 % liście kolendry, sól, papryczka czerwona chilli, skrobia ryżowa."
Mini Plain Tortilla Wraps,"Cereals and potatoes,Bread",4,b,1,b,63.0,"8 Mini plain wheat tortilla wraps Ingredients Wheat Flour (Wheat Flour, Calcium Carbonate, Niacin, Iron, Thiamin), Water, Palm Oil, Raising Agents: Diphosphates, Sodium Carbonates; Humectant: Glycerol; Spirit Vinegar, Sugar, Preservatives: Potassium Sorbate, Calcium Propionate; Emulsifier: Mono-and Diglycerides of Fatty Acids; Acidity Regulator: Citric Acid; Salt, Wheat Starch, Wheat Flour, Flour Treatment Agent: L-Cysteine. Allergy Advice For allergens, including Cereals containing Gluten, see ingredients in bold. LADL Typical values Energy"
Super nutty Granola,"Cereals and potatoes,Breakfast cereals",4,b,0,a,76.0,"67% Wholegrain Oat Flakes, Sugar, 5% Whole Almonds, Rapeseed Oil, 3% Brazil Nut Slices, 3% Cashew Nuts, 3% Roasted Hazelnuts, Honey, Natural Flavouring, Chopped Almonds, Sunflower Seeds. Allergy Advice For allergens, including Cereals containing Gluten, see ingredients in bold. May also contain other Nuts, Milk and other Cereals containing Gluten. Storage Instructions"
Natur Tofu,"Cereals and potatoes,Legumes",4,a,-4,a,77.0,"57% Sojabohnen¹, Wasser, Festigungsmittel: Calciumchlorid, Magnesiumchlorid. 1aus kontrolliert ökologischem Anbau. Dieses Produkt ist glutenfrei."
Chips à la Crevette,"Salty snacks,Appetizers",3,e,19,a,76.0,"45% amidon de manioc, huile de tournesol, 18% chair de crevettes (_crustacés_), sucre, sel, ail, poudre à lever : carbonate de sodium,  Traces éventuelles d'arachides, de céréales contenant du gluten, de poisson et de lait,"
Kokosmakronen,"Sugary snacks,Biscuits and cakes",4,e,25,c,56.0,"27% Kokosflocken, Zucker, Glukosesirup, Hühnereieiweiß*, 9,1% Kakaomasse, Feuchthaltemittel: Sorbit; Dextrose, Reismehl, 1,8% Kakaobutter, Emulgator: Lecithine (Soja). *von Eiern aus Bodenhaltung. Kann Spuren von glutenhaltigem Getreide, Milch und Schalenfrüchten enthalten."
Haferbrot,"Cereals and potatoes,Bread",4,a,0,b,70.0,"28% Haferkerne, Wasser, 28% Ölsaaten (Kürbiskerne, Sonnenblumenkerne, Leinsamen), Apfelessig, Dinkelweizenmalzflocken, Erbsenschrot, Flohsamenschalen, Speisesalz."
premium Müsli Früchte und Nüsse,"Cereals and potatoes,Breakfast cereals",4,d,11,b,62.0,"42 % Fruchtmischung (12 % Sultaninen (Sultaninen, pflanzliche Öle (Sonnenblume, Baumwollsaat)), 7% kandierte Ananasstückchen (Ananas, Zucker, Säureregulator: Citronensäure; Antioxidationsmittel: Schwefeldioxid), 5% Bananenchips (Bananen, Kokosfett, Zucker), 5 % getrocknete Dattelstückchen (Datteln, Reismehl), 5 % geröstete Kokoschips, 5% kandierte Papayastückchen (Papaya, Zucker, Antioxidationsmittel: Schwefeldioxid), 3% getrocknete Feigenstückchen (Feige, Reismehl)], 22% Vollkorngerstenflocken, 16 % Vollkornhaferflocken, geröstete und gemälzte Weizenflocken (Weizen, Gerstenmalz, Emulgator: Lecithine), 3,5 % Kürbiskerne, 3,5% Mandeln, 3% Haselnusskerne, 1% Cashewkerne. Kam Spuren von anderen Schalenfrüchten, Milch, Soja und anderen glutenhaltigen Getreiden enthalten."
,,4,c,3,a,77.0,"50% fagioli rossi Kidney in salamoia (95% fagioli rossi Kidney, zucchero, sale, aceto d'alcol), acqua, 11% cipolle, pomodori in succo di pomodoro (pomodori, succo di pomodoro), doppio concentrato di pomodoro, olio di semi di girasole, sedano, carote, sale iodato (sale, iodato di potassio), peperoncini in salsa di pomodoro ( peperoncini, acqua, concentrato di pomodoro, cipolle, aceto di canna da zucchero, zucchero, sale, olio di colza, paprica), aglio, spezie, acidificante: acido l'attico; amido di patate, maltodestrina, zucchero."
Sardines In Olive Oil,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",3,d,15,e,15.0,"72% Sardines (_Fish_), 27% Olive Oil, 1% Salt"
"Ziegenrolle, Pfeffer","Milk and dairy products,Cheese",4,d,16,f,8.0,"92% Full Fat Soft Goats' Cheese (Milk), 2% Black Pepper, Spices, Citrus Fibres, Salt, Spirit Vinegar, Stabilisers: Locust Bean Gum, Guar Gum; Preservative: Potassium Sorbate. […] May also contain cow's Milk, Celery, Mustard and Soya."
Chicken Teriyaki Style,"Fish‚ Meat‚ Eggs,Meat,Poultry",4,c,7,e,22.0,"45% gegarter Reis (Wasser, Jasminreis, Rapsöl), 13% Hähnchenfleisch flüssig gewürzt gegart (Hähnchenfleisch, Wasser, Stärke, Speisesalz, Dextrose), 11% Paprika, 7,5% Zwiebeln, Wasser, Zucker, Sojasauce (Wasser, Sojabohnen, Weizen, Speisesalz), Rapsöl, süße Sojasauce (Melasse, Speisesalz, Wasser, Sojabohnen, Weizen), Gewürze, alkoholisches Reisgetränk (Wasser, Reis, Weizen), modifizierte Stärke, Speisesalz, Verdickungsmittel: Xanthan; Branntweinessig. Kann Spuren von Ei, Milch und Sellerie enthalten."
Noodles with Tom yum sauce,"Cereals and potatoes,Cereals",4,c,5,b,69.0,"60,6% nouilles (farine de blé, eau, huile de riz, sel, acidifiant: acide lactique; stabilisant: phosphates de sodium; correcteur d'acidité: carbonates de sodium; antioxydant: alpha-tocopherol), 39,4% sauce aux plantes aromatiques (eau, lait de coco, 3,9% épis de maïs, sucre, huile de soja, 1,3% citronnelle, sauce à l'anchois (extrait d'anchois (poisson), sel, sucre), sel, piment, amidon modifié (maïs), 0,4% jus de citron vert, échalote, feuilles de combava, galanga, extrait de levure, colorant: extrait de paprika). Peut contenir des traces d'arachides et de graines de sésame."
copos de avena,"Cereals and potatoes,Breakfast cereals",1,a,-4,b,62.0,100%  copos de avena.
Filet de poulet aux carottes et petits pois,"Cereals and potatoes,Potatoes",4,a,0,e,22.0,"40% mélange de légumes cuites (51,9% carottes, 47,9% petits pois, sucre, sel), 30% pommes de terre cuites, 16% filet de poulet cuit (99% filet de poulet (94% viande de poulet', eau, amidon de maïs, dextrose, sel), sel), 14% sauce au poivre (eau, oignon, céleri, amidon modifié (maïs), crème (lait), huile de tournesol, ciboulette, arôme naturel (contient céleri), farine de blé, 0,6% grains de poivre vert, épices, poivron rouge, sirop de glucose, moutarde (eau, graines de moutarde, vinaigre d'alcool, sel, épices, sucre), extrait de levure, sucre caramélisé, sel, chlorure de potassium, protéines de lait)."
American Style Sandwich Weizen,"Cereals and potatoes,Bread",3,c,3,a,78.0,"68,8% Weizenmehl, Wasser, Rapsöl, Hefe, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Ackerbohnenmehl, Säureregulator: Natriumacetate; getrockneter Weizensauerteig. Kann Spuren von Milch, Sesam, anderem glutenhaltigen Getreide, Soja, Schalenfrüchten und Ei enthalten."
Thunfisch Pastasalat,"Composite foods,One-dish meals",4,c,5,c,59.0,"66% gekochte Nudeln (Trinkwasser, Hartweizen), Tomatenmark doppelt konzentriert, Rapsöl, 5,8% Thunfisch, Zucker, Branntweinessig, 1,8% Käse, modifizierte Stärke, Trinkwasser, Speisesalz, Konservierungsstoffe: Kaliumsorbat, Natriumbenzoat; Oregano, weißer Pfeffer, Säuerungsmittel: Citronensäure, Milchsäure; Verdickungsmittel: Xanthan; natürliches Aroma, Erbsenextrakt, Karottenextrakt, Kann Spuren von Schalenfrüchten, Sesam, Soja, Krebstieren, Ei, Senf, Sellerie und Erdnüssen enthalten."
Hänchenfilet Pastasalat,"Composite foods,One-dish meals",4,c,6,d,44.0,"48,6% gekochte Nudeln (Trinkwasser, Hartweizen), Trinkwasser, pflanzliches Öl (Raps, Sonnenblume), 7,7% gegartes, gewürztes Hähnchenfilet [6,5% Hühnerfleisch, Trinkwasser, Stärke (Kartoffel, Mais), Speisesalz, Zucker, Säureregulator: Natriumcarbonate], Zucchini, 3,7% Tomatenmark doppelt konzentriert, Sauerrahm, Zwiebeln, Zucker, Lauch, Branntweinessig, modifizierte Stärke, 0,5% getrocknete Tomaten, Säureregulator: Natriumacetate; Aroma (enthält Weizen), Eigelb, Balsamicoessig (Weinessig, Traubenmost), Knoblauch, Konservierungsstoffe: Kaliumsorbat, Natriumbenzoat; 0,16% Basilikum, Kräuter, Speisesalz, Säuerungsmittel: Citronensäure, Milchsäure; Verdickungsmittel: Guarkernmehl, Xanthan; natürliches Aroma, Knoblauchpulver, Farbstoff: Paprikaextrakt: Gewürze (enthält Senf), natives Olivenöl extra. Kann Spuren von Schalenfrüchten, Erdnüssen, Krebstieren, Sellerie, Sesam, Soja und Fisch enthalten."
Hänchen-Samurai Pastasalat,"Composite foods,One-dish meals",4,d,11,d,44.0,"39% gekochte Nudeln (Trinkwasser, Hartweizen), Trinkwasser, Rapsöl, 9,8% gegartes, gewürztes Hähnchenfilet (9,2% Hühnerfleisch, Gewürze, Kartoffelstärke, Speisesalz, Kräuter, Säureregulator: Kaliumacetat; Paprikapulver, Zwiebelpulver, natürliches Aroma, Maltodextrin, Sonnenblumenöl, Champignonpulver, Säuerungsmittel: Citronensäure), Zucker, 3,6% Paprika, Branntweinessig, modifizierte Stärke, Speisesalz, 0,5% Chili, Gewürze (enthält Senf), Petersilie, Eigelb, Konservierungsstoffe: Kaliumsorbat, Natriumbenzoat; natürliche Aromen, Säuerungsmittel Citronensäure, Milchsäure, Säureregulatoren: Calciumchlorid, Natriumlactat; Verdickungsmittel: Guarkernmehl, Xanthan, Farbstoff: Paprikaextrakt; Gemüsepulver (Knoblauch, Paprika, Pastinake, Zwiebel). Kann Spuren von Schalenfrüchten, Milch, Sesam, Soja, Fisch, Krebstieren, Sellerie und Erdnüssen enthalten."
Vegan Cabanossi Classic,,4,e,24,a,87.0,"34% sojaprotein, rapsolie, vand, tørrede løg, kokosfedt, stivelse, salt, krydderier, sheafedt, glutenfrie hvedefibre, krydderiekstrakter, aromaer, røgaroma, sukker, rødbedepulver, natriumascorbat, natriumalginat, cellulose, calciumchlorid"
Jabłko i Marchew Sok 100% tłoczony,"Beverages,Unsweetened beverages",1,c,4,b,61.0,"74,99% sok jabłkowy tłoczony, 25% sok marchwiowy tłoczony, witamina C"
,"Fruits and vegetables,Dried fruits",3,d,11,d,38.0,"38,1% getrocknete Mangopaste, 37,9% getrocknete Aprikosenpaste (getrocknete Aprikosen, Konservierungsstoff: Schwefeldioxid), 15% Apfelsaft - konzentrat, 4% Kokosnuss, 3% Kokosraspeln, 2% Hafermehl. Kann Spuren von Schalenfrüchten und Erdnüssen enthalten. Vor Wärme schützen und trocken lagern."
Big Burrito Chicken Tex-Mex,"Composite foods,Sandwiches",4,c,6,e,16.0,"30% Weizenfladen (Weizenmehl, Trinkwasser, Rapsöl, Feuchthaltemittel: Glycerin, Speisesalz, Backtriebmittel: Natriumcarbonate, Diphosphate; Dextrose, Säuerungsmittel: Apfelsäure; Emulgator: Mono - und Diglyceride von Speisefettsäuren), 20% pikanter Aufstrich aus Paprika und Tomaten (Paprika, Rapsöl, Trinkwasser, Tomatenmark einfach konzentriert, halbgetrocknete Tomaten, Zwiebeln, Zucker, Speisesalz, modifizierte Stärke, Wei essig, Branntweinessig, Gewürze, Traubenmostkonzentrat, Verdickungsmittel: Guarkernmehl, Xanthan; Magermilchpulver, Säureregulator: Natriumacetate; Kreuzkümmel, Knoblauch, Senfmehl, Säuerungsmittel: Essigsäure, Citronensäure; Zimt, Kartoffelstärke, Stabilisator. Calciumchlorid), 16% eingelegte Kidneybohnen-Mais-Mischung (Kidneybohnen, Mais, Trinkwasser, Branntweinessig, Zucker, Speisesalz, Säuerungsmittel: Citronensäure), 13% gebratene Hähnchenbruststreifen (Hähnchenbrustfleisch, Speisesalz, Dextrose), 5% geriebener Cheddar (Milch, Speisesalz, Käsereikulturen, mikrobielles Lab, Farbstoff: Carotin), eingelegte Paprikawürfel (Paprika, Trinkwasser, Branntweinessig, Zucker, Speisesalz, Stabilisator: Calciumchlorid), 5% eingelegte Jalapeñostreifen (Jalapeños, Trinkwasser, Branntweinessig, Speisesalz), Frühlingszwiebeln, Weißbrotstücke (Weizenmehl, Hefe, Speisesalz), getrocknete Zwiebeln, Würzsauce (Trinkwasser, Kartoffelstärke, Branntweinessig, Speisesalz). Kann Spuren von Sesam, Soja, Sellerie, Schalenfrüchten, Ei, Lupinen und Fisch enthalten."
Erdnussbutter,"Cereals and potatoes,Legumes",3,c,5,d,35.0,"90% geröstet Erdnusskerne, Zucker, Sonnenblumenöl, Rapsöl, Meersalz. Kann Spuren von glutenhaltigem Getreide, Soja, Milch und Schalenfrüchten enthalten."
Sardines a l'huile de tournesol,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",3,b,1,d,30.0,"70% sardines (poissons), 29% huile de tournesol, sel"
Hummus with Beetroot and Parsley,"Fats and sauces,Dressings and sauces",3,a,-1,a,77.0,"52% pois chiches cuits (26 % pois chiches, eau), 25% betteraves rouges cuites (betteraves rouges, jus de betteraves rouges), huile de colza, 8% pâte de sésame, vinaigre d'alcool, sucre, préparation à base de raifort (racine de raifort, eau, sucre, correcteur d'acidité : acide lactique; huile de colza ; sel), sel, correcteur d'acidité: acide lactique; ail en poudre, gingembre, correcteur d'acidité : acide citrique ; antioxydant : acide ascorbique ; cumin, 0,01% persil séché. Peut contenir des traces de céréales contenant du gluten, de crustacés, d'œufs, de poisson, de lait, de moutarde, de fruits à coque et de soja."
Филе от риба тон в собствен сос,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",3,a,-1,d,36.0,"70% риба тон, вода, трапезна сол."
Pinsa,Cereals and potatoes,3,c,10,b,71.0,"47% farina di grano tenero tipo &quot;0&quot;, acqua, 5,2% semola di grano duro, 4,2% lievito madre (acqua, farina di grano tenero tipo &quot;0&quot;), 3,5% olio extravergine di oliva, sale, lievito di birra, farina di orzo maltato. Può contenere tracce di soia e senape. Trattato con alcol etilico."
crema di arachidi,"Cereals and potatoes,Legumes",1,a,-9,c,46.0,100% arachidi tostate
panna spray,"Milk and dairy products,Milk and yogurt",4,d,17,b,65.0,"94% panna, 5% zucchero, IT Panna montata zuccherata UHT. emulsionante: esteri lattici di mono - e digliceridi degli acidi grassi; stabilizzante carragenina; gas propulsore: protossido di azoto."
Филе от херинга с кожа в доматен сос,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",4,c,6,b,71.0,"60% филе от херинга, вода 13%, двойно концентрирано доматено пюре, рапично масло, захар, алкохолен оцет, сгъстител; ксантанова гума; оризово нишесте, подправки, трапезна сол."
Proviact bifido culture,"Milk and dairy products,Milk and yogurt",4,a,0,b,68.0,"80% Fat Free Yogurt (Milk), Water, 8% Diced Peaches, Modified Maize Starch, Flavourings, Acidity Regulator: Citric Acid; Sweeteners: Acesulfame K, Sucralose; Bifidobacterium, Colour: Paprika Extract; Antioxidants: Ascorbic Acid, Citric Acid. Allergy Advice For allergens, see ingredients in bold."
Rhubarb Creamy Proviact Bífido Culture Yogurt,"Milk and dairy products,Milk and yogurt",4,c,4,b,64.0,"77% Yogurt (Milk), Sugar, 8% Rhubarb Pieces, Water, Modified Maize Starch, Flavourings, Colour: Plain Caramel; Acidity Regulator: Sodium Citrates; Bifidobacterium."
Deluxe Truffle Mayonnaise,"Fats and sauces,Dressings and sauces",4,d,15,d,37.0,"72% Rapeseed Oil, Water, 6.7% Pasteurised Free Range Egg Yolk 3.4% Truffle Paste (Summer Truffles, Extra Virgin Olive Oil, Water, Flavouring), White Wine Vinegar Prom Mustard (Water, Mustard Seeds, Spirit Vinegar, Salt, Concentrated Lemon Juice). Allergy Advice For allergens, see ingredients in bold"
Gochujang Pulled Chicken,"Composite foods,One-dish meals",4,a,-1,e,23.0,"73% Chicken, 16% Gochujang Style Sauce (Water, Glucose Syrup (contains Wheat), Sugar, Rice Wine Vinegar, Spices [Chilli Powder, Paprika Powder, Cayenne Powder], Ginger Purée, Spirit Vinegar, Garlic Purée, Yellow Bean Sauce [Fermented Soya Bean (Soya Bean, Water, Salt, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Sugar, Salt], Maize Starch, Salt, Natural Flavouring, Red Bell Pepper, Dehydrated Garlic, Dehydrated Onion), 8% Marinade (Water, Glucose Syrup, Salt, Stabilisers: Diphosphates, Triphosphates; Modified Maize Starch, Acidity Regulators: Sodium Citrates, Citric Acid; Yeast Extract), 3% Spicy Flavour Glaze (Herbs and Spices [Garlic Powder, Chilli Pepper, Ginger Powder, Fenugreek Seed, Onion Powder, Black Pepper, Paprika Powder, Cumin, Oregano], Dextrose, Sugar, Maize Starch, Red Bell Pepper, Colour: Plain Caramel; Salt, Yeast Extract, White Vinegar Powder [Maltodextrin, White Vinegar], Spice Extracts [Chilli Pepper Extract, Paprika Extract]). Allergy Advice"
Breaded Chicken Nuggets,"Fish‚ Meat‚ Eggs,Meat,Poultry",4,e,26,d,33.0,"60% Chicken Breast, Wheat Flour, Water, Rapeseed Oil, Wheat Gluten, Bread rumbs (Wheat Flour, Salt, Yeast), Salt, Pea Fibre, Pea Starch, Dextrose, Sugar, Yeast Extract, Spice Extracts (Paprika, Turmeric), Yeast, Garlic Powder, Onion Powder, Sage, Sunflower Oil Allergy Advice For allergens, including Cereals containing Gluten, see ingredients in bold."
Chicken Jalfrezi,"Composite foods,One-dish meals",4,a,0,d,37.0,"44% Fragrant Rice (Water, Basmati Rice, Ginger Purée: Lemon Juice, Rapeseed Oil, Salt, Cumin Seed, Turmeric, Curry Leaf), 36% Jalfrezi Sauce (Water, Tomato, Onion, Red Pepper, Green Pepper, Tomato Purée, Rapeseed Oil, Garlic Purée, Ginger Purée, Ground Coriander, Coriander Leaf, Chicken Flavour Stock [Vegetable Stock (Water, Onion, Carrot Juice, Tomato, Sage Extract), Glucose Syrup, Flavourings, Yeast Extracts, Salt, Maltodextrin, Sugar, Sunflower Oil, Rapeseed Oil], Paprika, Potato Starch, Cumin, Salt, Garam Masala [Coriander, Cumin, Ginger, Black Pepper, Nutmeg, Cloves, Cardamom, Bay Leaf], Colour: Paprika Extract; Green Chilli, Sugar, Chilli Powder, Cumin Seed, Kashmiri Chilli, Fennel Powder, Fenugreek), 20% Cooked Marinated British Chicken (84% Chicken Breast, Yogurt (Milk), Rapeseed Oil, Lemon Juice, Garlic Purée, Ginger Purée, Tandoori Masala [Ground Paprika, Chilli Powder, Ground Coriander, Ground Cumin, Garlic Granules, Ground Cassia, Ground Clove, Ground Fennel, Ground Bay Leaf, Salt, Colours: Beetroot Red, Paprika Extract; Acid: Citric Acid; Lemon Oil], Paprika Powder, Cornflour, Salt, Garam Masala [Coriander, Cumin, Ginger, Black Pepper, Nutmeg, Cloves, Cardamom and Bay Leaf], Green Chilli, Paprika Extract, Chilli Powder)."
Crunchy Peanut Butter,"Cereals and potatoes,Legumes",1,a,-6,d,35.0,100% Roasted Peanuts
peanut butter smooth,"Cereals and potatoes,Legumes",3,c,7,d,35.0,"94% roasted peanuts, 2.8%palm oil, salt, 1% peanut oil, sugar"
Salt & pepper chicken,"Composite foods,One-dish meals",4,a,-2,e,23.0,"57% Salt & Pepper Rice Mix (Water, Long Grain Rice, Scrambled Egg [Whole Egg, Water, Rapeseed Oil, Skimmed Milk Powder, Cornflour, Salt, White Pepper, Acidity Regulator: Citric Acid; Preservative: Lactic Acid], Peas, Red Peppers, Onion, Spring Onion), 23% Salt & Pepper Rice Sauce (Water, Soy Sauce [Water, Soya Beans, Wheat, Salt, Sugar], Sesame Seed Oil, Rapeseed Oil, Ginger Purée, Garlic Purée, Modified Maize Starch, Yeast Extract, Spice Blend [Gram Flour, Sugar, Dried Glucose Syrup, Spice Extracts (Black Pepper, Clove, Cinnamon, Fennel, Anise)], Onion Powder, Caramelised Sugar Syrup, Salt, Sugar, Ground White Pepper, Thickener: Agar; Ground Star Anise Powder, Ground Clove Powder), 20% Marinated Cooked Chicken Breast (96% Chicken, Dextrose, Potato Starch, Salt)."
Chicken shawarma,"Composite foods,One-dish meals",3,a,-1,e,23.0,"29% Cooked Bulgar Wheat (Water, Bulgar Wheat), 22% Green Lentils, 20% Turmeric Couscous (Water, Couscous (Wheat), Turmeric), 20% Shawarma Chicken (94% Cooked Chicken [Chicken, Salt], Rapeseed Oil, Cumin, Paprika, Mint, Coriander), Carrot, Grilled Aubergine, Sultanas (Sultanas, Sunflower Oil), Salt, Parsley, Mint, Cinnamon), 7% Mint Yogurt (Water, Natural Yogurt (Milk), Rapeseed Oil, Sugar, Spirit Vinegar, Tapioca Starch, Mint, Salt, Garlic Purée, Zinc, Niacin), 3% Pickled Red Cabbage (Red Cabbage, Spirit Vinegar, Water, Sugar). Allergy Advice: For allergens, including Cereals containing Gluten, see ingredients in bold. May also contain Crustaceans, Egg, Fish, Mustard, Nuts, Peanuts, Sesame, Soya and other Cereals containing Gluten."
Chicken Teriyaki With Rice & Vegetables,"Composite foods,One-dish meals",3,b,2,e,23.0,"42% Cooked Rice (Rice, Water), 27% Teriyaki Sauce (Water, Soy Sauce [Water, Soya Beans, Wheat, Salt, Spirit Vinegar, Alcohol, Sugar], Molasses, Garlic Purée, Ginger Purée, Tapioca Starch, Red Chilli, Black Vinegar (Water, Glutinous Rice, Wheat Bran, Sugar, Salt], Onion Powder, 5 Spice [Fennel, Cassia, Star Anise, Cloves, Black Pepper], Zinc, Niacin), 20% Cooked Chicken (Chicken, Salt), 11% Vegetables (Beansprouts, Carrot, Edamame Beans (Soya), Mixed Peppers [Red, Yellow, Green], White Cabbage). Allergy Advice: For allergens, including cereals containing gluten, see ingredients in bold. May also contain Crustaceans, Egg, Fish, Milk, Mustard, Nuts, Peanuts and Sesame."
Cottage Pie,"Composite foods,Pizza pies and quiches",4,c,6,f,-1.0,"47% Mashed Potato (Cooked Potato, Vegetable Fat [Vegetable Oil (Palm, Rapeseed), Water], Dehydrated Potato Flakes, Salt, Ground White Pepper), 28% British Beef Mince, Water, Vegetables (Carrot, Celery, Onion, Leeks, Tomato Purée, Modified Maize Starch, Garlic Purée, Beef Stock (Beef Stock, Yeast Extract [Yeast Extract, Salt], Water, Salt, Lemon Juice, Beef Fat), Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Worcester Sauce (Water, Spirit Vinegar, Sugar, Onion, Salt, Tamarind Paste, Ginger, Garlic, Barley Malt Extract, Cloves), Black Treacle, Yeast Extract (Yeast Extract (Barley)), Salt, Onion Powder, Malt Vinegar (Barley), Barley Malt Extract, Ground Black Pepper."
Simply baked beans LIDL,,4,a,0,a,77.0,"44% Haricot Beans, 32% Tomatoes, Water, Sugar, Modified Maize Starch, Salt, Onion Powder, Paprika Powder, Colour: Paprika Extract Flavourings."
Les p'tits biscuits nappés de chocolat au lait,"Sugary snacks,Biscuits and cakes",4,e,26,d,37.0,"51% farine de blé, 27% chocolat au lait (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines (soja) ; arôme naturel), graisse de palme, sucre, sirop de glucose, poudres à lever : carbonates d'ammonium, carbonates de sodium, phosphates de calcium ; noix de coco râpée, sel, protéines de lait, lait écrémé en poudre."
Hranolky,"Cereals and potatoes,Potatoes",3,b,1,b,71.0,"96,5 % brambory, 3,5 % slunečnicový olej."
Orange Juice,"Beverages,Unsweetened beverages",1,c,5,a,80.0,100% Orange Juice from Concentrate.
Ledový čaj s příchutí limetky a yuzu,"Beverages,Sweetened beverages",4,c,6,a,80.0,"93,3 % nálev ze zeleného čaje (pitná voda, zelený čaj), cukr, 1 % limetková šťáva z koncentrátu, kyselina: kyselina citronová; aroma"
Simply 10 Fish Fingers,"Fish‚ Meat‚ Eggs,Fish and seafood",4,a,-1,e,16.0,"65% alaska pollock (fish), wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamine), rapeseed oil, water, potato starch, wheat starch, salt, yeast, colours: curcumin, paprika extract, turmeric,"
Ravioli jambon cuit,"Composite foods,One-dish meals",4,c,6,c,55.0,"50% pâtes fraîches à la farine de blé tendre et à la semoule de blé dur aux œufs (28,6% farine de blé tendre, 10% œuf, 7,2% semoule de blé dur, eau), 10% jambon cuit (viande de porc, sel, dextrose, sucre, arômes naturels, antioxydant : ascorbate de sodium ; conservateur : nitrite de sodium), eau, 5,4% crème aigre (lait), flocons de pommes de terre (pommes de terre, émulsifiant: mono - et diglycérides d'acides gras), huile de tournesol, chapelure (farine de blé tendre, eau, sel, levure), Emmental (lait), lactose, sel, arômes naturels (contient blé, orge, lait)."
Ravioli Boeuf & Petits Oignons,"Composite foods,One-dish meals",4,c,7,c,55.0,"50% pâtes fraîches a la farine de blé tendre et a la semoule de blé dur, aux œufs (28,5% farine de blé tendre, 10% œuf*, 7,2% semoule de blé dur, eau), 11,5% viande de bœuf (Origine : Allemagne, Espagne, France, Italie, Pologne*), chapelure (farine de blé tendre, eau, sel, levure), eau, huile de tournesol, poudre de lactosérum (lait), 2,5% oignons, carottes, double concentré de tomates, sel, 0,25% oignons grillés, ail en poudre, noix de muscade, 0,05% poivre noir. *issu de poules élevées au sol."
Ravioli 4 fromages,"Cereals and potatoes,Cereals",4,c,6,c,50.0,"50% pâtes fraiches à la farine de blé tendre et à la semoule de blé dur, aux oeufs (28,6% farine de blé tendre, 10% ceuf, 7,2% semoule de blé dur, eau), 18% Ricotta (lactosérum (lait), lait, crème (lait), sel, correcteurs d'acidité: acide citrique, acide lactique), chapelure (farine de blé tendre, eau, sel, levure), 5% Edam (lait), 3,8% Emmental (lait), huile de tournesol, 3% Mozzarella (lait), eau, poudre de lactosérum (lait), sel, ail, poivre noir. *issu de poules élevées au sol. Traces éventuelles de fruits à coque, de poissons, de crustacés, de mollusques, de soja, de moutarde et de céleri."
Girasole ricotta & épinards,"Cereals and potatoes,Cereals",4,d,15,c,54.0,"42% pâtes fraîches à la farine de blé tendre et à la semoule de blé dur, aux œufs (24% farine de blé tendre, 8,4% ceuf*, 6% semoule de blé dur, eau), 17% Ricotta (lactosérum (lait), lait, crème (lait), sel, correcteurs d'acidité : acide citrique, acide lactique), 14% épinards, beurre (lait), chapelure (farine de blé tendre, eau, sel, levure), poudre de lactosérum (lait), fromage râpé (lait), sel, ail. *issu de poules élevées au sol. Traces éventuelles de fruits à coque, de poissons, de crustacés, de mollusques, de soja, de moutarde et de céleri."
Biscuits à l’avoine,"Sugary snacks,Biscuits and cakes",4,e,25,a,75.0,"34,2% flocons d'avoine, 25% chocolat au lait (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, émulsifiant : lécithines), sucre, 11,9% beurre (lait), 10,9% farine complète de blé, sirop de sucre inverti, poudre à lever : carbonates de sodium ; sirop de betterave sucrière, sel, arôme naturel de vanille."
Bio biscuits à l'avoine,"Sugary snacks,Biscuits and cakes",4,e,21,c,52.0,"35,4% flocons d'avoine, 25% chocolat noir (pâte de cacao*, sucre, beurre de cacao¹*, émulsifiant: lécithines¹; arôme naturel de vanille¹), sucre¹, 12,2% beurre (lait), 9,9% farine complète de blé¹, 2,4% cacao maigre en poudre¹*, sirop de sucre inverti, poudre à lever: carbonates de sodium; sirop de betterave sucrière sa, arôme naturel de vanille'. 'Ingrédient issu de l'agriculture biologique. *Certifié Rainforest Alliance."
